Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1.0,Tyrese Maxey,25.0,PHI,PG,15.0,15.0,610.0,24.9,0.618,0.413,0.35,0.9,12.2,6.5,33.0,1.9,2.1,9.4,30.7,2.2,0.6,2.8,0.219,6.9,0.7,7.6,1.5
2.0,Trey Murphy III,25.0,NOP,SF,16.0,16.0,569.0,18.3,0.624,0.539,0.272,4.3,16.3,9.8,13.2,2.5,0.7,11.3,21.5,1.1,0.2,1.3,0.109,2.8,-1.0,1.7,0.5
3.0,Franz Wagner,24.0,ORL,SF,16.0,16.0,568.0,18.5,0.578,0.288,0.465,5.6,14.1,10.0,16.9,1.5,1.1,9.0,25.6,1.1,0.7,1.8,0.156,1.8,0.0,1.8,0.5
4.0,Shai Gilgeous-Alexander,27.0,OKC,PG,17.0,17.0,565.0,32.7,0.661,0.276,0.463,1.6,14.1,8.2,34.8,2.1,2.7,7.0,33.6,3.1,1.3,4.4,0.37,9.6,3.2,12.9,2.1
5.0,Devin Booker,29.0,PHO,SG,16.0,16.0,565.0,19.9,0.599,0.292,0.396,3.4,9.8,6.6,32.2,1.3,0.7,15.4,31.3,1.3,0.4,1.7,0.147,2.8,-1.8,1.0,0.4
6.0,VJ Edgecombe,20.0,PHI,SG,15.0,15.0,560.0,11.8,0.503,0.38,0.176,6.1,11.9,8.9,16.1,1.6,1.1,11.1,19.6,0.2,0.5,0.7,0.057,-1.7,-0.6,-2.3,0.0
7.0,Toumani Camara,25.0,POR,PF,16.0,16.0,553.0,9.2,0.526,0.606,0.128,6.3,10.0,8.1,10.6,1.4,1.3,15.5,15.9,0.1,0.2,0.3,0.026,-1.9,-1.3,-3.2,-0.2
8.0,Deni Avdija,25.0,POR,SF,16.0,16.0,550.0,20.6,0.625,0.394,0.482,3.9,18.1,10.6,25.8,0.8,2.0,14.6,27.7,1.4,0.3,1.7,0.152,4.7,-0.7,4.0,0.8
9.0,Evan Mobley,24.0,CLE,PF,16.0,16.0,550.0,17.4,0.559,0.311,0.476,7.8,20.4,13.8,17.2,1.5,4.3,13.6,23.4,0.4,0.8,1.3,0.11,0.8,0.9,1.7,0.5
10.0,Cooper Flagg,19.0,DAL,PG,16.0,16.0,537.0,13.7,0.546,0.286,0.24,3.5,16.0,9.9,15.9,1.8,1.7,12.7,21.3,-0.1,0.8,0.8,0.067,-2.2,0.7,-1.5,0.1
11.0,Lauri Markkanen,28.0,UTA,PF,15.0,15.0,536.0,23.2,0.631,0.45,0.34,6.9,11.9,9.3,10.8,1.4,1.3,5.3,28.4,1.8,0.1,1.9,0.173,6.9,-2.0,4.9,0.9
12.0,Julius Randle,31.0,MIN,PF,16.0,16.0,531.0,24.0,0.636,0.309,0.452,4.9,18.8,12.1,27.4,1.7,0.5,11.7,27.7,1.8,0.7,2.5,0.225,5.2,0.5,5.7,1.0
13.0,Brandon Ingram,28.0,TOR,SF,16.0,16.0,529.0,17.2,0.599,0.27,0.357,2.2,16.9,9.8,17.4,1.4,2.2,13.7,26.1,0.5,0.7,1.2,0.107,0.5,-0.2,0.3,0.3
14.0,Miles Bridges,27.0,CHO,PF,15.0,15.0,529.0,17.6,0.566,0.509,0.257,3.8,18.2,11.0,17.0,1.0,1.3,7.2,24.8,1.0,0.3,1.3,0.118,2.7,-1.4,1.3,0.4
15.0,Dyson Daniels,22.0,ATL,SG,16.0,16.0,528.0,12.3,0.508,0.115,0.169,6.0,13.7,9.9,22.5,3.4,1.2,20.9,14.2,0.1,0.8,0.8,0.077,-2.6,2.1,-0.5,0.2
16.0,Pascal Siakam,31.0,IND,PF,15.0,15.0,527.0,18.9,0.56,0.295,0.413,4.2,17.2,10.3,25.8,1.5,1.0,10.0,28.4,0.6,0.4,1.0,0.087,2.9,-0.7,2.3,0.6
17.0,DeMar DeRozan,36.0,SAC,PF,16.0,16.0,526.0,16.1,0.584,0.164,0.347,1.9,8.9,5.2,16.3,1.8,0.4,5.8,21.0,0.8,0.1,0.9,0.083,-0.1,-1.1,-1.2,0.1
18.0,Derrick White,31.0,BOS,SG,16.0,16.0,526.0,14.4,0.467,0.566,0.172,2.6,10.1,6.2,22.4,2.6,3.7,7.7,23.1,0.2,0.7,0.9,0.085,0.2,1.1,1.4,0.4
19.0,Desmond Bane,27.0,ORL,SG,16.0,16.0,525.0,12.8,0.539,0.35,0.235,3.7,11.5,7.7,21.2,1.1,0.8,13.2,23.1,0.2,0.6,0.8,0.074,-1.3,-0.6,-1.9,0.0
20.0,Nikola Jokić,30.0,DEN,C,15.0,15.0,522.0,36.7,0.733,0.284,0.393,11.0,28.9,20.6,51.8,2.3,2.1,15.2,29.0,3.4,1.1,4.5,0.412,12.4,5.8,18.2,2.7
21.0,Scottie Barnes,24.0,TOR,PF,16.0,16.0,521.0,20.8,0.589,0.239,0.198,6.9,19.0,13.1,22.6,2.2,4.8,11.4,24.2,0.9,0.9,1.8,0.164,2.5,2.0,4.5,0.9
22.0,Brandin Podziemski,22.0,GSW,SG,18.0,8.0,517.0,12.8,0.566,0.489,0.253,1.9,16.0,8.8,15.3,2.0,0.9,10.4,18.0,0.4,0.6,1.0,0.091,-1.4,0.4,-1.0,0.1
23.0,Payton Pritchard,28.0,BOS,PG,16.0,16.0,517.0,15.9,0.567,0.605,0.186,3.3,11.1,7.1,22.1,1.1,0.0,8.6,21.0,1.1,0.4,1.5,0.138,1.6,-0.7,0.9,0.4
24.0,Max Christie,22.0,DAL,SG,17.0,14.0,516.0,12.3,0.655,0.641,0.209,0.2,11.7,6.0,11.8,0.9,1.4,10.7,15.1,0.6,0.6,1.2,0.109,-0.5,0.4,-0.1,0.2
25.0,Alperen Şengün,23.0,HOU,C,14.0,14.0,516.0,21.7,0.573,0.167,0.433,9.3,20.8,15.2,28.9,1.6,2.5,15.0,26.1,1.3,0.7,2.0,0.189,4.6,1.3,5.9,1.0
26.0,Jaylen Brown,29.0,BOS,SF,16.0,16.0,513.0,21.6,0.589,0.274,0.308,3.1,16.3,9.5,23.0,1.4,1.0,13.1,35.6,0.7,0.6,1.3,0.119,3.4,-0.4,3.0,0.7
27.0,Keyonte George,22.0,UTA,PG,15.0,15.0,513.0,17.5,0.587,0.402,0.443,1.9,10.7,6.2,33.3,1.4,0.8,14.9,27.1,0.9,0.1,1.0,0.093,2.0,-2.0,0.0,0.3
28.0,Donovan Mitchell,29.0,CLE,SG,15.0,15.0,511.0,24.4,0.648,0.507,0.352,2.4,13.2,7.6,27.1,2.0,1.1,12.7,32.2,1.4,0.6,2.0,0.191,6.6,0.5,7.1,1.2
29.0,Amen Thompson,23.0,HOU,SF,14.0,14.0,510.0,16.2,0.533,0.158,0.272,7.6,11.8,9.8,19.2,2.1,1.2,12.1,20.8,0.8,0.6,1.4,0.129,0.5,0.3,0.8,0.4
30.0,Rudy Gobert,33.0,MIN,C,16.0,16.0,509.0,15.7,0.704,0.0,0.515,12.5,21.9,17.4,7.3,0.7,4.8,19.8,12.5,0.8,0.7,1.6,0.149,-1.1,0.4,-0.7,0.2
31.0,Immanuel Quickley,26.0,TOR,PG,16.0,16.0,507.0,17.1,0.604,0.536,0.224,1.8,13.9,8.1,25.9,2.1,0.2,11.0,19.7,1.0,0.6,1.6,0.152,2.0,0.5,2.5,0.6
32.0,RJ Barrett,25.0,TOR,SF,16.0,16.0,505.0,17.3,0.598,0.367,0.323,2.8,14.6,8.9,17.9,1.1,0.8,8.4,23.9,0.9,0.5,1.4,0.134,1.5,-0.7,0.7,0.3
33.0,Ryan Rollins,23.0,MIL,PG,16.0,15.0,505.0,18.3,0.62,0.398,0.158,2.7,11.1,6.9,27.6,2.5,0.6,14.5,23.8,0.8,0.4,1.3,0.12,1.7,-0.2,1.4,0.4
34.0,Kevin Durant,37.0,HOU,SF,14.0,14.0,505.0,18.1,0.61,0.277,0.42,0.9,13.5,7.3,13.5,1.4,1.8,13.0,26.4,1.1,0.5,1.6,0.152,1.6,-0.4,1.1,0.4
35.0,Jimmy Butler,36.0,GSW,SF,16.0,16.0,503.0,24.3,0.658,0.176,0.69,8.3,11.7,10.0,24.5,2.7,0.9,9.3,22.6,2.1,0.6,2.7,0.258,5.0,0.9,5.9,1.0
36.0,Kon Knueppel,20.0,CHO,SF,15.0,14.0,502.0,14.8,0.624,0.605,0.171,3.8,17.0,10.4,13.8,1.2,0.5,14.4,21.2,0.6,0.2,0.8,0.078,1.2,-1.4,-0.2,0.2
37.0,P.J. Washington,27.0,DAL,PF,16.0,16.0,501.0,12.2,0.53,0.367,0.352,3.8,21.6,12.8,11.7,1.5,3.0,16.0,22.4,-0.6,0.9,0.3,0.028,-3.1,0.8,-2.4,0.0
38.0,James Harden,36.0,LAC,PG,14.0,14.0,501.0,23.8,0.632,0.56,0.473,2.1,17.4,10.0,40.8,1.4,1.3,15.8,30.6,1.5,0.3,1.7,0.168,6.6,-0.6,5.9,1.0
39.0,Devin Vassell,25.0,SAS,SG,15.0,15.0,498.0,10.6,0.531,0.566,0.137,1.4,10.5,6.2,10.5,1.6,0.9,8.1,18.0,0.2,0.6,0.8,0.073,-1.9,-0.3,-2.2,0.0
40.0,Andrew Wiggins,30.0,MIA,SF,15.0,15.0,496.0,12.9,0.56,0.356,0.178,4.8,10.1,7.6,11.6,1.6,2.6,11.8,20.7,0.0,0.6,0.7,0.065,-0.8,0.6,-0.2,0.2
41.0,Donte DiVincenzo,29.0,MIN,SG,16.0,16.0,493.0,14.1,0.613,0.761,0.27,3.0,10.6,6.9,15.3,1.8,1.5,11.9,17.2,0.8,0.6,1.4,0.132,0.9,0.2,1.1,0.4
42.0,Mikal Bridges,29.0,NYK,SF,14.0,14.0,491.0,18.6,0.618,0.474,0.158,3.5,10.7,6.8,19.6,2.8,3.6,7.6,16.4,1.2,0.7,1.9,0.188,3.2,2.4,5.6,0.9
43.0,Jamal Murray,28.0,DEN,PG,14.0,14.0,488.0,19.6,0.591,0.402,0.242,1.7,13.0,7.8,27.1,1.7,0.8,11.5,26.6,1.0,0.6,1.6,0.158,2.9,-0.6,2.4,0.5
44.0,Wendell Carter Jr.,26.0,ORL,C,16.0,16.0,486.0,14.4,0.647,0.359,0.445,11.0,16.7,14.0,9.8,1.1,2.3,16.8,16.0,0.8,0.7,1.5,0.144,-0.6,0.5,-0.2,0.2
45.0,Herbert Jones,27.0,NOP,SF,16.0,16.0,484.0,8.0,0.503,0.489,0.163,3.2,11.3,6.9,10.9,2.3,0.9,14.7,15.3,-0.2,0.1,-0.1,-0.012,-4.2,-1.1,-5.3,-0.4
46.0,Jaime Jaquez Jr.,24.0,MIA,SF,16.0,0.0,483.0,16.7,0.57,0.143,0.3,5.1,17.0,11.4,24.9,1.1,0.8,12.2,21.9,0.7,0.6,1.3,0.128,0.6,1.1,1.6,0.4
47.0,Dennis Schröder,32.0,SAC,PG,16.0,12.0,483.0,10.4,0.477,0.403,0.173,1.6,12.3,6.7,27.2,1.5,0.8,14.2,21.0,-0.4,0.1,-0.4,-0.036,-2.4,-1.9,-4.3,-0.3
48.0,Duncan Robinson,31.0,DET,SF,15.0,15.0,482.0,11.3,0.627,0.78,0.17,1.6,7.7,4.7,8.1,1.3,1.0,6.8,13.8,0.8,0.5,1.3,0.126,-0.2,-0.1,-0.3,0.2
49.0,Davion Mitchell,27.0,MIA,PG,16.0,16.0,479.0,13.1,0.593,0.359,0.198,1.3,7.1,4.4,30.7,1.9,0.2,14.9,14.1,0.8,0.5,1.3,0.128,-0.9,1.2,0.3,0.3
50.0,Isaiah Hartenstein,27.0,OKC,C,17.0,17.0,478.0,21.6,0.707,0.031,0.323,14.1,27.6,21.1,17.6,2.3,2.3,19.9,16.7,1.3,1.3,2.6,0.259,1.4,2.7,4.1,0.7
51.0,Myles Turner,29.0,MIL,C,16.0,16.0,478.0,14.4,0.581,0.59,0.224,4.5,19.9,12.2,8.0,1.9,5.1,10.9,17.5,0.3,0.6,0.9,0.088,-0.3,0.6,0.2,0.3
52.0,Quentin Grimes,25.0,PHI,SG,15.0,0.0,477.0,14.8,0.631,0.564,0.378,1.2,12.1,6.5,18.8,1.4,1.5,16.6,21.1,0.6,0.4,1.0,0.101,0.6,-0.4,0.2,0.3
53.0,Jaden McDaniels,25.0,MIN,PF,15.0,15.0,476.0,16.7,0.645,0.291,0.225,4.1,11.6,8.0,10.7,1.8,3.4,12.3,20.1,0.8,0.6,1.4,0.14,0.4,0.6,1.0,0.4
54.0,Ajay Mitchell,23.0,OKC,SG,17.0,5.0,475.0,17.0,0.547,0.286,0.277,2.9,11.9,7.6,19.9,3.0,1.3,11.2,25.2,0.4,1.1,1.5,0.148,-1.1,1.7,0.7,0.3
55.0,Royce O'Neale,32.0,PHO,SF,16.0,12.0,475.0,12.7,0.627,0.826,0.069,3.8,16.4,10.1,13.0,1.9,0.4,13.9,15.0,0.6,0.5,1.2,0.119,0.7,0.1,0.8,0.3
56.0,Rui Hachimura,27.0,LAL,PF,14.0,14.0,475.0,13.0,0.67,0.372,0.207,2.9,10.0,6.6,5.1,0.9,0.6,9.2,15.7,0.7,0.3,1.0,0.102,0.4,-1.6,-1.2,0.1
57.0,Ivica Zubac,28.0,LAC,C,15.0,15.0,473.0,19.7,0.628,0.0,0.233,12.9,27.9,20.6,10.8,0.8,2.9,13.7,20.4,0.8,0.4,1.2,0.124,0.9,-1.4,-0.4,0.2
58.0,Jalen Johnson,24.0,ATL,SF,14.0,14.0,472.0,23.4,0.663,0.22,0.337,3.6,27.4,15.8,30.3,2.5,0.8,15.8,25.0,1.1,0.8,1.9,0.195,3.8,1.9,5.7,0.9
59.0,Onyeka Okongwu,25.0,ATL,C,16.0,6.0,469.0,17.6,0.645,0.423,0.303,6.5,20.9,13.9,13.1,1.4,3.3,12.8,20.5,0.8,0.7,1.4,0.145,0.6,0.4,1.0,0.4
60.0,Zach LaVine,30.0,SAC,SG,14.0,14.0,469.0,15.6,0.652,0.483,0.256,0.7,11.2,5.7,10.6,0.8,0.4,12.0,24.1,0.5,0.0,0.5,0.048,1.5,-2.7,-1.2,0.1
61.0,Karl-Anthony Towns,30.0,NYK,C,14.0,14.0,465.0,20.3,0.566,0.366,0.424,9.7,33.6,20.8,15.0,1.4,2.7,12.2,26.6,0.8,0.7,1.5,0.16,1.5,0.1,1.6,0.4
62.0,Nikola Vučević,35.0,CHI,C,15.0,15.0,463.0,16.4,0.58,0.381,0.139,6.4,24.7,16.0,16.6,1.0,1.2,11.2,20.7,0.5,0.4,0.9,0.093,0.8,-0.5,0.3,0.3
63.0,Michael Porter Jr.,27.0,BRK,SF,14.0,14.0,461.0,20.8,0.613,0.471,0.251,3.5,24.7,13.3,18.3,1.2,0.4,9.9,29.2,0.8,0.2,0.9,0.096,4.7,-1.5,3.2,0.6
64.0,Draymond Green,35.0,GSW,PF,16.0,16.0,459.0,8.4,0.502,0.579,0.157,3.3,19.2,11.2,28.7,1.5,2.6,28.3,16.6,-0.5,0.6,0.1,0.014,-3.8,1.2,-2.6,-0.1
65.0,Cason Wallace,22.0,OKC,SG,16.0,16.0,459.0,11.6,0.556,0.562,0.091,2.8,8.1,5.6,11.5,4.0,1.1,13.1,13.6,0.2,1.1,1.3,0.135,-2.8,3.6,0.7,0.3
66.0,A.J. Green,26.0,MIL,SG,16.0,16.0,458.0,10.4,0.721,0.919,0.171,0.2,10.3,5.3,7.8,0.7,0.2,9.8,12.6,0.7,0.2,0.9,0.093,-0.9,-1.3,-2.2,0.0
67.0,Gary Trent Jr.,27.0,MIL,SG,16.0,12.0,453.0,8.8,0.543,0.685,0.126,0.2,5.7,3.0,9.2,1.8,0.2,7.9,15.7,0.0,0.2,0.3,0.027,-3.1,-1.0,-4.2,-0.2
68.0,Harrison Barnes,33.0,SAS,PF,15.0,15.0,452.0,14.3,0.724,0.667,0.228,2.1,9.1,5.8,9.5,1.6,0.8,12.9,14.7,0.9,0.5,1.4,0.148,1.3,0.1,1.4,0.4
69.0,Naji Marshall,28.0,DAL,SF,17.0,1.0,451.0,14.0,0.602,0.368,0.564,2.8,15.8,9.4,13.5,2.0,0.0,11.2,17.3,0.5,0.6,1.2,0.124,-1.6,1.2,-0.5,0.2
70.0,Jarace Walker,22.0,IND,PF,16.0,9.0,450.0,5.7,0.428,0.479,0.252,2.4,17.2,9.3,13.8,0.9,1.4,15.8,19.4,-0.9,0.2,-0.7,-0.072,-5.2,-1.7,-6.9,-0.6
71.0,Russell Westbrook,37.0,SAC,SF,16.0,10.0,449.0,15.1,0.546,0.467,0.261,6.3,22.1,13.9,32.7,1.8,0.4,20.3,23.8,-0.1,0.2,0.1,0.011,1.2,-0.7,0.5,0.3
72.0,Nic Claxton,26.0,BRK,C,15.0,15.0,447.0,20.9,0.614,0.041,0.559,10.5,18.9,14.4,24.4,1.3,4.2,11.3,19.5,1.2,0.2,1.4,0.153,2.3,0.7,3.0,0.6
73.0,Josh Giddey,23.0,CHI,PG,13.0,13.0,441.0,20.3,0.56,0.263,0.38,5.5,24.1,15.3,41.9,1.3,1.1,16.4,26.9,0.7,0.4,1.1,0.115,3.0,0.3,3.3,0.6
74.0,Cade Cunningham,24.0,DET,PG,12.0,12.0,441.0,20.7,0.535,0.301,0.338,3.0,12.7,7.9,42.2,1.8,2.0,12.3,32.4,0.7,0.6,1.4,0.15,3.7,0.3,4.0,0.7
75.0,CJ McCollum,34.0,WAS,SG,15.0,15.0,440.0,13.1,0.533,0.49,0.224,2.4,9.4,5.9,17.2,1.2,0.6,8.7,23.9,0.1,-0.2,0.0,-0.001,-0.4,-3.3,-3.7,-0.2
76.0,Kyshawn George,22.0,WAS,SF,14.0,14.0,438.0,14.0,0.617,0.476,0.229,2.4,17.3,9.9,22.8,1.3,2.7,20.4,22.4,0.1,0.1,0.1,0.012,-0.4,-1.1,-1.5,0.1
77.0,Jaren Jackson Jr.,26.0,MEM,C,15.0,15.0,435.0,13.6,0.58,0.337,0.327,3.6,16.0,9.6,8.4,0.8,4.2,12.2,24.9,0.0,0.4,0.4,0.049,-1.7,-0.2,-1.8,0.0
78.0,Nickeil Alexander-Walker,27.0,ATL,SG,14.0,11.0,435.0,16.6,0.605,0.455,0.343,2.3,7.9,5.2,17.2,1.4,3.0,12.6,25.4,0.4,0.4,0.8,0.093,1.5,-1.0,0.5,0.3
79.0,Stephen Curry,37.0,GSW,PG,14.0,14.0,435.0,24.0,0.65,0.608,0.297,0.8,12.0,6.3,25.7,2.2,1.1,11.5,33.9,1.0,0.5,1.5,0.165,6.6,-0.4,6.2,0.9
80.0,Austin Reaves,27.0,LAL,SG,12.0,12.0,433.0,24.0,0.649,0.457,0.563,2.3,13.9,8.4,32.9,1.8,0.2,13.6,29.7,1.5,0.4,1.9,0.211,5.2,-0.4,4.8,0.7
81.0,Anthony Black,22.0,ORL,PG,16.0,3.0,432.0,11.8,0.568,0.375,0.34,2.1,10.5,6.4,13.8,2.4,2.0,16.6,19.4,-0.1,0.6,0.6,0.065,-2.9,1.3,-1.6,0.0
82.0,Jabari Smith Jr.,22.0,HOU,PF,13.0,13.0,431.0,13.7,0.56,0.472,0.174,5.1,18.1,11.7,7.5,1.0,2.3,7.5,17.9,0.7,0.5,1.2,0.133,0.3,-0.4,-0.1,0.2
83.0,Jerami Grant,31.0,POR,PF,15.0,3.0,430.0,16.7,0.624,0.452,0.565,3.8,9.7,6.6,12.0,1.4,1.3,10.9,22.6,1.1,0.2,1.2,0.139,1.8,-1.0,0.8,0.3
84.0,Jake LaRavia,24.0,LAL,PF,15.0,6.0,428.0,12.9,0.584,0.42,0.328,5.6,12.7,9.3,11.1,2.5,0.9,11.7,15.4,0.4,0.5,0.9,0.102,-1.0,0.3,-0.7,0.1
85.0,Jeremiah Fears,19.0,NOP,PG,16.0,14.0,426.0,14.6,0.544,0.267,0.224,2.9,11.2,6.7,16.8,3.2,0.5,14.8,26.6,-0.2,0.2,0.0,-0.004,-1.6,-1.2,-2.8,-0.1
86.0,Deandre Ayton,27.0,LAL,C,14.0,14.0,425.0,18.3,0.695,0.0,0.147,12.1,21.9,17.2,4.9,1.1,3.0,17.8,20.4,0.5,0.5,1.0,0.116,-0.9,-1.2,-2.0,0.0
87.0,Cedric Coward,22.0,MEM,SG,16.0,3.0,424.0,18.2,0.634,0.481,0.315,6.4,18.9,12.5,17.5,1.3,1.3,10.2,20.0,0.9,0.4,1.3,0.152,3.0,0.4,3.4,0.6
88.0,Kelly Oubre Jr.,30.0,PHI,SF,12.0,12.0,418.0,13.8,0.606,0.45,0.255,3.7,12.7,8.1,5.6,1.5,2.2,9.8,18.4,0.4,0.4,0.8,0.096,-0.6,-0.3,-1.0,0.1
89.0,Grayson Allen,30.0,PHO,SG,13.0,13.0,417.0,17.7,0.638,0.659,0.197,1.6,9.2,5.4,19.6,2.4,0.9,10.9,20.9,1.0,0.4,1.4,0.166,2.9,0.1,3.0,0.5
90.0,Stephon Castle,21.0,SAS,PG,13.0,13.0,416.0,17.4,0.585,0.323,0.548,5.8,14.6,10.4,33.4,2.6,1.1,21.3,25.1,0.4,0.6,1.1,0.123,0.0,0.8,0.8,0.3
91.0,Victor Wembanyama,22.0,SAS,C,12.0,12.0,416.0,25.7,0.609,0.262,0.38,6.9,34.2,21.3,18.5,1.5,9.7,14.3,30.8,0.7,1.0,1.7,0.197,2.8,3.5,6.4,0.9
92.0,Matas Buzelis,21.0,CHI,PF,15.0,15.0,415.0,13.0,0.587,0.396,0.232,4.5,15.8,10.4,7.2,1.1,3.7,13.8,20.9,0.0,0.3,0.4,0.043,-2.4,-0.8,-3.2,-0.1
93.0,Giannis Antetokounmpo,31.0,MIL,PF,13.0,13.0,414.0,34.6,0.662,0.073,0.532,13.1,25.1,19.2,41.3,1.4,3.4,13.1,37.0,1.9,0.5,2.4,0.279,9.1,2.2,11.3,1.4
