Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
310,Bradley Beal,32,LAC,SG,6,6,121,0,81,19,0,0,-9.9,-3.9,6,2,7,1,4,2,23,0,1
311,Bones Hyland,25,MIN,PG,13,0,118,63,37,0,0,0,4.3,-4.3,4,1,5,2,1,0,41,0,2
312,Cody Williams,21,UTA,SG,9,0,118,2,62,37,0,0,1.5,8.9,0,3,6,0,2,1,9,1,5
313,Cam Christie,20,LAC,SG,10,0,116,31,68,1,0,0,3.0,11.4,0,1,4,0,7,0,19,0,2
314,Terrence Shannon Jr.,25,MIN,SG,7,0,115,0,39,53,9,0,-14.8,-27.0,4,1,5,0,3,3,20,0,6
315,Dwight Powell,34,DAL,C,12,0,114,0,0,0,0,100,1.0,9.4,1,3,16,1,5,1,18,2,2
316,Baylor Scheierman,25,BOS,SG,11,0,113,11,38,51,0,0,13.2,9.3,2,0,3,0,0,4,13,0,0
317,Maxime Raynaud,22,SAC,C,8,0,113,0,0,0,0,100,-11.2,3.2,1,5,7,0,4,0,12,1,4
318,Liam McNeeley,20,CHO,SF,9,0,112,0,40,50,10,0,-6.0,-2.7,2,1,6,1,5,0,27,1,2
319,Kevin Love,37,UTA,PF,8,0,112,0,0,14,78,8,-11.9,-7.3,5,1,5,1,3,1,41,0,0
320,Pat Connaughton,33,CHO,SG,11,0,111,2,65,24,9,0,-0.4,3.8,2,0,3,1,4,2,17,1,1
321,Bronny James,21,LAL,SG,10,1,111,35,65,0,0,0,-2.2,-6.0,5,2,6,0,0,0,43,0,2
322,Robert Williams,28,POR,C,9,0,108,0,0,0,6,94,-14.9,-15.2,2,0,5,1,1,0,14,1,2
323,Brooks Barnhizer,23,OKC,SG,14,0,104,0,7,54,38,0,-18.6,-38.5,0,1,8,0,2,0,11,0,4
324,Isaiah Livers,27,PHO,PF,9,0,104,0,0,14,86,1,31.1,29.4,1,0,7,0,2,0,12,0,0
325,Kevon Looney,29,NOP,C,8,6,104,0,0,0,0,100,-32.1,-21.8,2,1,8,1,2,0,31,0,4
326,Justin Champagnie,24,WAS,SF,12,3,101,0,19,75,6,0,-29.5,-16.4,1,1,4,0,9,0,11,1,2
327,Quenton Jackson,27,IND,PG,5,3,101,77,23,0,0,0,12.2,28.1,1,4,3,0,6,4,43,1,4
328,Jett Howard,22,ORL,SF,11,0,99,0,43,55,2,0,6.4,2.3,0,0,6,0,0,0,17,0,0
329,Javon Small,23,MEM,PG,8,0,99,100,0,0,0,0,1.3,7.4,6,2,2,0,5,0,56,1,3
330,Blake Wesley,22,POR,SG,6,0,98,86,14,0,0,0,-2.1,-0.2,3,3,6,1,4,4,48,2,3
331,Nigel Hayes-Davis,31,PHO,SF,12,0,97,0,16,31,50,3,-24.4,-35.1,3,1,5,1,0,1,14,0,0
332,Ben Saraf,19,BRK,SG,7,5,97,13,22,65,0,0,-11.7,0.5,4,3,10,1,3,2,42,0,4
333,Dereck Lively II,21,DAL,C,6,4,97,0,0,0,0,100,2.3,10.7,3,0,8,4,3,0,24,0,2
334,Nae'Qwan Tomlin,25,CLE,PF,7,1,96,0,0,20,80,0,15.7,13.3,0,1,6,1,3,1,9,0,2
335,Gui Santos,23,GSW,PF,13,1,95,0,0,8,83,8,-7.6,-8.8,4,1,11,1,2,0,6,0,0
336,Gary Harris,31,MIL,SG,9,0,95,1,73,27,0,0,-13.8,-14.4,1,1,6,0,0,0,16,0,2
337,Caleb Love,24,POR,SG,7,0,95,81,16,3,0,0,-2.7,-0.9,1,2,3,0,2,0,31,0,4
338,Olivier-Maxence Prosper,23,MEM,PF,10,0,94,0,0,52,47,1,-6.6,-1.8,2,1,2,0,8,0,14,0,1
339,KJ Simpson,23,CHO,PG,7,0,93,100,0,0,0,0,-15.7,-13.8,6,2,4,1,1,1,46,0,2
340,Branden Carlson,26,OKC,C,11,0,91,0,0,0,4,96,0.7,-16.0,2,0,9,1,1,0,13,0,2
341,Taelon Peter,23,IND,SG,10,0,90,45,41,14,0,0,-19.3,-8.5,7,0,5,0,1,1,33,0,0
342,Nick Smith Jr.,21,LAL,SG,6,0,90,92,8,0,0,0,9.7,7.8,7,2,1,0,2,1,30,1,1
343,Julian Phillips,22,CHI,SF,13,0,89,0,0,57,43,0,18.9,22.0,0,1,4,0,0,0,6,0,2
344,Jericho Sims,27,MIL,C,11,0,88,0,0,0,18,82,-29.2,-31.6,1,1,4,2,0,0,10,0,0
345,Spencer Jones,24,DEN,SF,10,0,88,0,3,48,49,0,11.3,-0.1,4,1,9,1,0,1,14,0,0
346,Gabe Vincent,29,LAL,PG,4,3,88,100,0,0,0,0,7.7,5.4,1,0,7,1,1,1,17,0,3
347,Duop Reath,29,POR,C,11,0,84,0,0,0,32,68,3.7,6.3,0,1,6,0,0,0,11,0,0
348,Tidjane Salaün,20,CHO,PF,7,0,83,0,0,0,100,0,15.1,21.2,1,1,3,0,2,0,14,0,1
349,Asa Newell,20,ATL,PF,9,0,82,0,0,0,58,43,1.9,-0.2,2,0,7,2,3,0,3,1,4
350,Obi Toppin,27,IND,PF,3,0,82,0,0,0,53,48,-8.1,4.3,4,0,5,1,5,0,11,1,2
351,Tristan Vukcevic,22,WAS,C,11,0,79,0,0,0,5,95,-21.2,-6.4,3,4,6,1,4,1,11,2,3
352,Aaron Holiday,29,HOU,PG,8,0,78,100,0,0,0,0,10.0,-1.6,3,1,6,1,6,1,18,2,0
353,Jamison Battle,24,TOR,SF,11,0,77,0,0,26,72,2,36.8,36.2,3,1,3,0,0,0,5,0,0
354,Dalen Terry,23,CHI,SG,9,0,76,0,35,57,8,0,18.0,20.6,2,1,5,0,3,0,35,1,1
355,Chris Boucher,33,BOS,PF,7,0,76,0,0,0,52,48,1.6,-4.1,0,0,12,1,0,1,6,0,1
356,Kobe Brown,26,LAC,PF,8,0,75,0,0,43,57,0,-1.5,5.7,3,1,2,0,1,0,20,0,2
357,Zach Edey,23,MEM,C,3,3,75,0,0,0,0,100,14.0,21.2,1,1,2,2,5,0,5,2,1
358,Jordan McLaughlin,29,SAS,PG,8,0,74,100,0,0,0,0,-0.3,-7.8,2,0,5,0,1,1,23,1,0
359,T.J. McConnell,33,IND,PG,5,0,73,100,0,0,0,0,-29.8,-19.9,0,1,5,0,1,4,40,1,4
360,Darius Garland,26,CLE,PG,3,3,73,100,0,0,0,0,14.5,11.6,4,1,3,0,3,1,35,0,3
361,Julian Strawther,23,DEN,SG,9,0,71,0,50,50,0,0,-2.7,-15.9,2,1,4,0,3,0,9,1,2
362,Kelly Olynyk,34,SAS,C,6,0,69,0,0,0,14,86,-5.4,-13.3,4,0,4,0,4,0,38,0,2
363,Kyle Anderson,32,UTA,SF,4,0,69,0,5,60,35,0,-6.4,-0.7,0,0,4,2,5,1,31,1,2
364,Chris Youngblood,23,OKC,SG,14,0,67,9,44,31,16,0,-8.7,-25.7,0,0,8,0,0,0,5,0,0
365,Tyler Kolek,24,NYK,PG,10,0,67,100,0,0,0,0,-8.3,-15.7,5,1,4,0,0,1,33,0,1
366,Jevon Carter,30,CHI,PG,5,0,67,83,17,0,0,0,18.6,20.9,2,0,4,0,0,0,22,0,1
367,Elijah Harkless,25,UTA,SG,7,0,66,2,94,4,0,0,12.9,20.7,1,1,4,1,2,4,13,1,0
368,Thomas Bryant,28,CLE,C,10,0,65,0,0,0,0,100,2.2,-1.9,1,0,5,0,3,1,2,3,2
369,Devin Carter,23,SAC,PG,8,0,65,77,23,0,0,0,0.6,15.9,3,1,3,1,3,2,22,1,1
370,Xavier Tillman Sr.,27,BOS,C,8,0,65,0,0,0,1,99,-13.5,-20.6,1,0,7,0,0,1,13,0,1
371,Monte Morris,30,IND,PG,6,0,65,79,22,0,0,0,-18.7,-7.4,1,1,1,0,1,0,21,0,1
372,Carter Bryant,20,SAS,PF,10,0,64,0,0,52,41,7,-0.5,-7.8,3,0,0,0,2,0,0,1,1
373,Will Riley,19,WAS,SF,9,0,64,0,0,35,65,0,-20.0,-4.9,2,0,0,0,3,0,14,0,1
374,Jared McCain,21,PHI,SG,6,0,62,55,45,0,0,0,-3.2,-5.4,0,1,3,2,0,0,10,0,3
375,Coby White,25,CHI,SG,2,0,58,36,64,0,0,0,12.1,13.5,3,2,1,1,5,1,37,1,1
376,Ariel Hukporti,23,NYK,C,8,2,56,0,0,0,36,64,-11.4,-19.0,0,2,2,3,0,0,12,0,2
377,Cody Martin,30,IND,SF,4,0,55,0,37,59,4,0,-19.3,-7.9,2,1,4,0,2,1,5,0,1
378,Jalen Pickett,26,DEN,SG,7,1,53,72,18,10,0,0,-5.2,-18.2,1,1,2,0,1,0,15,1,2
379,Bobi Klintman,22,DET,SF,6,0,53,0,0,0,98,2,-6.3,-14.2,4,1,5,0,1,1,8,1,2
380,Yang Hansen,20,POR,C,7,0,50,0,0,0,0,100,-19.6,-19.1,2,5,3,0,4,1,10,1,3
381,Maxi Kleber,34,LAL,PF,4,0,50,0,0,0,50,50,24.8,23.5,0,0,5,0,1,0,11,0,1
382,Rayan Rupert,21,POR,SG,8,0,49,6,58,31,5,0,5.2,7.5,1,1,2,0,1,1,5,0,2
383,Matisse Thybulle,28,POR,SG,4,0,49,6,79,15,0,0,23.4,27.3,1,0,2,0,1,1,7,0,1
384,Jordan Miller,26,LAC,SF,3,0,49,0,8,84,8,0,-13.0,-6.8,0,1,1,1,4,0,9,0,3
385,Zeke Nnaji,25,DEN,PF,7,1,48,0,0,0,64,36,-22.7,-36.9,1,1,7,0,3,0,6,1,0
386,Noah Penda,21,ORL,SF,7,0,47,0,60,39,1,0,5.2,0.9,0,2,5,0,2,1,13,0,0
387,Luke Travers,24,CLE,SG,6,0,47,0,12,78,10,0,-12.6,-17.7,0,0,1,1,3,0,10,0,2
388,Rasheer Fleming,21,PHO,PF,8,0,46,0,0,9,91,0,-18.6,-26.4,2,1,3,0,2,0,6,0,0
389,GG Jackson II,21,MEM,PF,7,0,46,0,0,23,64,14,-16.2,-11.8,1,0,3,0,5,0,4,1,3
390,Bismack Biyombo,33,SAS,C,6,0,46,0,0,0,0,100,-23.3,-31.8,0,0,5,2,0,0,6,0,0
391,Lindy Waters III,28,SAS,SG,6,0,46,10,67,23,0,0,-7.4,-14.9,0,0,3,0,0,0,6,0,0
392,Paul George,35,PHI,PF,2,2,46,0,0,19,81,0,-6.6,-8.9,3,1,0,0,3,0,16,0,1
393,Ryan Nembhard,22,DAL,PG,5,0,45,100,0,0,0,0,-23.0,-17.0,3,2,2,1,1,1,21,1,1
394,Bryce McGowens,23,NOP,SG,6,0,43,0,40,60,0,0,-1.9,12.3,0,0,1,1,5,1,7,0,2
395,Wendell Moore Jr.,24,DET,SG,3,0,43,2,34,53,12,0,36.4,31.4,1,0,0,0,0,1,8,0,1
396,Jae'Sean Tate,30,HOU,SF,8,0,41,1,36,40,22,0,-15.6,-28.9,0,0,3,1,0,0,3,0,0
397,Brandon Miller,23,CHO,SF,2,2,40,0,0,100,0,0,-2.1,1.6,1,1,2,1,5,0,22,1,0
398,AJ Johnson,21,WAS,SG,8,0,38,63,37,0,0,0,-23.9,-8.8,1,0,3,0,2,0,10,0,4
399,Joan Beringer,19,MIN,PF,9,0,37,0,0,0,2,98,0.1,-8.3,1,0,5,1,2,0,0,1,0
400,Leonard Miller,22,MIN,SF,8,0,37,0,0,0,100,0,-1.2,-9.6,1,2,3,1,2,1,9,1,0
401,Johnny Furphy,21,IND,SG,3,0,37,0,65,35,0,0,1.1,13.7,3,0,1,0,0,1,0,0,0
402,David Jones García,24,SAS,SF,5,0,36,11,36,53,0,0,52.4,48.3,1,0,1,0,3,1,29,1,1
403,Khaman Maluach,19,PHO,C,7,0,35,0,0,0,0,100,-15.0,-22.1,1,2,3,2,4,0,3,0,1
404,Jonathan Mogbo,24,TOR,PF,7,0,35,0,0,0,15,85,2.5,-2.2,1,0,1,0,0,0,10,0,1
405,Caleb Houstan,23,ATL,SF,6,0,35,0,15,86,0,0,-17.8,-20.8,0,1,3,1,1,0,4,0,1
406,Nolan Traoré,19,BRK,PG,4,0,35,100,0,0,0,0,-33.8,-22.9,1,1,2,0,1,0,14,0,0
407,Drew Peterson,26,CHO,PF,2,0,35,0,0,0,100,0,-11.4,-8.1,0,0,1,0,1,1,3,0,0
408,Jase Richardson,20,ORL,SG,8,0,34,69,30,1,0,0,10.7,6.6,2,1,1,0,1,1,18,0,0
409,Malaki Branham,22,WAS,SG,5,0,34,10,75,15,0,0,-5.4,10.6,0,1,1,0,3,0,8,0,1
410,Mac McClung,27,IND,SG,3,0,34,20,71,9,0,0,-19.2,-7.6,2,0,3,0,3,0,2,2,1
411,Yanic Konan Niederhauser,22,LAC,C,6,0,33,0,0,0,0,100,-2.6,4.3,1,0,2,0,2,0,7,0,0
412,Dylan Cardwell,24,SAC,C,3,1,33,0,0,0,0,100,-17.6,-3.8,1,0,5,0,0,0,0,0,2
413,Keegan Murray,25,SAC,PF,1,0,33,0,0,23,78,0,-24.9,-11.5,0,1,1,0,0,0,3,0,2
414,Charles Bassey,25,MEM,C,2,0,31,0,0,0,63,37,-11.9,-7.2,0,0,4,1,2,0,5,1,1
415,Mason Plumlee,35,CHO,C,6,0,30,0,0,0,0,100,0.0,3.8,2,0,1,0,1,1,6,0,0
416,Jalen Green,23,PHO,SG,2,2,30,56,40,4,0,0,56.6,52.7,1,1,2,0,3,0,11,1,0
417,LeBron James,41,LAL,SF,1,1,30,0,0,83,17,0,7.8,5.1,1,0,0,0,2,0,28,0,0
418,Dario Šarić,31,SAC,C,3,0,28,0,0,0,65,35,12.4,27.2,0,1,0,0,1,0,5,0,1
419,PJ Hall,23,MEM,C,7,0,27,0,0,0,0,100,-0.3,5.0,1,0,2,0,2,0,4,1,1
420,Tyson Etienne,26,BRK,PG,5,0,25,85,15,0,0,0,24.0,37.5,0,0,1,0,0,1,0,0,0
421,E.J. Liddell,25,BRK,PF,5,0,25,0,0,42,49,9,18.0,31.3,0,0,2,0,1,1,0,1,1
422,JD Davison,23,HOU,PG,5,0,24,0,100,0,0,0,-20.5,-33.2,0,0,2,0,1,0,5,0,0
423,Keshad Johnson,24,MIA,SF,5,0,24,0,0,62,27,10,-33.8,-38.6,1,0,1,0,0,0,0,0,1
424,Joe Ingles,38,MIN,SF,5,0,23,0,0,100,0,0,3.4,-4.7,0,0,2,0,0,0,14,0,0
425,DeAndre Jordan,37,NOP,C,2,1,23,0,0,0,0,100,-58.8,-46.7,0,1,0,0,2,0,0,2,1
426,Andre Jackson Jr.,24,MIL,SG,6,0,22,0,17,70,13,0,-2.9,-1.8,2,0,2,0,0,1,15,0,0
427,Tolu Smith,25,DET,PF,2,0,22,0,0,0,0,100,0.4,-6.6,0,1,1,0,4,0,6,1,1
428,Johnny Juzang,24,MIN,SG,7,0,21,0,55,40,5,0,30.4,23.2,1,0,3,0,1,0,2,0,0
429,Jeff Green,39,HOU,PF,5,0,21,0,0,3,69,29,-33.6,-46.5,0,0,2,0,0,0,0,0,0
430,Mark Sears,23,MIL,PG,5,0,21,100,0,0,0,0,0.0,1.2,4,0,0,0,1,0,2,0,0
431,Jahmyl Telfort,24,LAC,PF,4,0,21,0,0,100,0,0,7.7,14.8,0,0,2,1,2,0,3,0,0
432,Eric Gordon,37,PHI,SG,3,0,21,50,50,0,0,0,5.9,4.2,0,0,1,1,0,0,2,0,0
433,Jamir Watkins,24,WAS,SG,3,0,21,0,53,47,0,0,-9.3,6.4,0,1,3,0,0,1,0,0,0
434,Antonio Reeves,25,CHO,SG,2,0,21,0,30,70,0,0,30.3,34.8,0,0,0,0,0,0,0,0,0
435,James Wiseman,24,IND,C,1,1,20,0,0,0,30,70,-41.5,-30.4,1,2,0,0,0,0,0,0,0
436,Mohamed Diawara,20,NYK,SF,8,0,18,0,0,63,34,3,-12.5,-19.0,1,0,3,0,1,0,3,0,0
437,Isaac Jones,25,2TM,PF,4,1,18,0,0,0,100,0,-54.6,-42.5,0,0,2,0,0,0,2,0,0
437,Isaac Jones,25,SAC,PF,3,1,17,0,0,0,100,0,-47.0,-33.8,0,0,2,0,0,0,2,0,0
437,Isaac Jones,25,DET,PF,1,0,1,0,0,0,100,0,-183.3,-190.4,0,0,0,0,0,0,0,0,0
438,Hunter Tyson,25,DEN,PF,5,0,17,0,0,8,92,0,-22.0,-34.4,0,0,1,0,0,0,0,0,3
439,N'Faly Dante,24,ATL,C,4,0,15,0,0,0,0,100,30.3,28.8,1,0,1,0,0,0,0,0,0
440,Ron Harper Jr.,25,BOS,SF,3,0,15,0,37,63,0,0,21.0,16.1,0,0,2,0,0,0,8,0,0
441,Pacome Dadiet,20,NYK,SG,5,0,14,0,67,30,4,0,-12.9,-19.3,0,0,1,0,0,0,4,0,0
442,Daeqwon Plowden,27,SAC,SG,1,0,14,10,41,30,20,0,-46.4,-33.2,0,0,0,0,0,0,0,0,1
443,Anthony Gill,33,WAS,PF,5,0,13,0,0,0,85,15,-36.4,-21.3,2,0,0,0,1,0,0,0,1
444,Harrison Ingram,23,SAS,SF,3,0,11,0,35,65,0,0,44.0,38.0,0,0,1,0,0,0,0,0,0
445,Miles Kelly,23,DAL,PG,2,0,11,0,100,0,0,0,-17.2,-10.5,0,0,0,1,0,0,0,0,0
446,Jahmir Young,25,MIA,PG,2,0,10,100,0,0,0,0,-41.7,-45.8,0,1,2,0,0,0,6,0,1
447,Thanasis Antetokounmpo,33,MIL,SF,4,0,9,0,0,0,99,2,31.6,33.1,0,0,0,0,0,0,0,0,0
448,Jacob Toppin,25,ATL,SF,3,0,9,0,0,85,15,0,38.9,37.3,0,0,0,0,0,0,0,0,0
449,Javonte Cooke,26,POR,SG,1,0,9,41,59,0,0,0,-16.4,-14.6,2,0,0,0,0,0,2,0,2
450,Kevin Porter Jr.,25,MIL,PG,1,1,9,80,20,0,0,0,75.3,77.5,0,0,0,0,1,0,5,0,0
451,Riley Minix,25,SAS,SF,3,0,8,0,0,45,55,0,60.3,54.4,0,0,0,0,0,0,2,0,0
452,Danny Wolf,21,BRK,PF,3,0,8,0,0,0,72,28,26.7,39.2,0,0,0,0,0,0,5,0,0
453,Adou Thiero,21,LAL,SF,2,0,8,0,0,65,35,0,-12.5,-15.6,0,0,2,0,1,0,0,0,0
454,Trey Jemison,26,NYK,C,1,0,8,0,0,0,0,100,2.7,-3.2,0,0,0,0,0,0,0,0,0
455,Doug McDermott,34,SAC,SF,1,0,8,0,0,100,0,0,42.1,56.7,1,0,1,0,0,0,0,0,0
456,Hunter Sallis,22,PHI,SG,3,0,7,43,57,0,0,0,-6.7,-8.6,1,1,1,0,0,0,3,0,0
457,Chris Mañon,24,LAL,SG,2,0,7,0,82,18,0,0,24.2,21.5,0,0,1,0,0,0,0,0,0
458,Amari Williams,24,BOS,PF,2,0,7,0,0,0,0,100,58.8,54.0,0,0,1,0,0,0,2,0,1
459,Colby Jones,23,DET,SG,1,0,7,0,0,100,0,0,89.5,83.5,0,0,1,0,0,0,4,0,0
460,Johni Broome,23,PHI,PF,2,0,6,0,0,0,0,100,-7.7,-9.6,0,0,0,0,0,0,2,0,0
461,Christian Koloko,25,LAL,C,2,0,6,0,0,0,0,100,-96.2,-99.9,0,0,1,0,0,0,0,0,0
462,Garrett Temple,39,TOR,SG,2,0,6,0,74,26,0,0,-81.9,-87.2,0,0,0,0,0,0,0,0,1
463,Jahmai Mashack,23,MEM,SG,1,0,6,100,0,0,0,0,8.3,13.5,0,0,0,0,0,0,0,0,0
464,Jamal Cain,26,ORL,SF,3,0,5,0,97,3,0,0,81.8,77.9,1,0,1,0,0,0,3,0,0
465,Hunter Dickinson,25,NOP,C,1,0,5,0,0,0,0,100,-120.0,-107.3,1,0,1,1,0,0,0,0,0
466,Sharife Cooper,24,WAS,PG,2,0,4,100,0,0,0,0,-71.4,-56.2,1,0,0,0,0,0,0,0,0
467,DaRon Holmes,23,DEN,PF,2,0,4,0,0,0,0,100,-8.9,-20.6,0,0,1,0,0,0,0,0,0
468,Koby Brea,23,PHO,SG,1,0,4,0,100,0,0,0,-90.9,-97.6,0,0,0,0,0,0,2,0,0
469,Pete Nance,25,MIL,PF,1,0,4,0,0,0,4,97,115.3,117.1,0,0,0,0,0,0,0,0,0
470,Jamaree Bouyea,26,PHO,PG,1,0,3,100,0,0,0,0,-37.5,-43.7,0,0,0,0,0,0,3,0,0
471,Myron Gardner,24,MIA,SF,1,0,3,0,0,100,0,0,-17.9,-21.4,0,0,1,0,0,0,3,0,0
472,Kyle Lowry,39,PHI,PG,1,0,3,100,0,0,0,0,-48.2,-50.2,0,0,0,0,0,0,2,0,0
473,Orlando Robinson,25,ORL,C,1,0,2,0,0,0,0,100,-108.3,-112.9,0,0,1,0,0,0,0,0,0
